2.406933300000000031e+02,-1.005000000000000071e+01,7.997499999999999432e+01,4.000000000000000000e+00,8.000000000000000000e+00,3.736080996884735272e-01,2.593676939655172320e-01,2.979625999999999664e+00,2.406933299999999676e+01,7.472166666666667512e-01,4.557467995689663809e+01,2.863868965517239928e+01,-6.648822198275844642e+00,-8.113929956896557272e+00,4.162573275862068556e+01,-2.157089870689653921e+01,8.278121767241380269e+00,2.878648706896550724e+00,-3.551776939655173049e+00,7.849011853448271125e+00,-1.383593211206897244e+01,-4.547998922413793110e+00,5.087510775862069679e-01,3.533243534482756187e-01,3.032133620689659304e-01,3.253857758620689600e-01,2.641206896551723249e-01,3.256174568965520821e-01,3.619450431034482163e-01,4.638954741379313629e-01,5.091034482758615143e-01,3.461400862068964579e-01,2.775107758620691256e-01,3.064310344827586019e-01
2.705866700000000264e+02,-3.322999999999999954e+00,9.343099999999999739e+01,4.000000000000000000e+00,1.100000000000000000e+01,3.205658669833729157e-01,2.187442441390460846e-01,2.574084999999999734e+00,2.459878909090909005e+01,6.411319002375297504e-01,4.984430234438151075e+01,2.119080355699271934e+01,1.540234599838318275e+01,1.976520452708165720e+01,4.489821746160060911e+01,-1.975339854486662716e+01,1.125542118027485117e+01,-2.837722716248991972e+00,1.446290218270008365e+00,1.295092966855293293e+00,-1.753870897332257783e+01,-2.302277283751011261e+00,5.516976556184318703e-01,5.275206143896518096e-01,3.001010509296688222e-01,3.620355699272435057e-01,5.231309620048494313e-01,4.913055780113180782e-01,3.638852061438970220e-01,3.686831042845593598e-01,3.907623282134194964e-01,4.381972514147126074e-01,4.359021827000809646e-01,3.746232821341953789e-01
2.600000000000000000e+02,-5.328000000000000291e+00,8.235599999999999454e+01,4.000000000000000000e+00,7.000000000000000000e+00,3.641513202247191328e-01,2.462120170454545343e-01,2.929494886363636308e+00,1.857142857142857295e+01,7.283021629213483061e-01,4.791614583333332433e+01,2.637302746212116489e+01,1.259276136363635956e+01,1.360414488636364361e+01,1.716877367424242706e+01,-1.722740530303028095e+00,-9.639359848484858162e+00,-7.660179924242415117e-01,-9.898785037878797155e+00,-1.721419507575755681e+00,-1.147910890151516128e+01,-5.527572916666673386e+00,4.826676136363641234e-01,4.687746212121209899e-01,4.161259469696968472e-01,2.921590909090906463e-01,3.429005681818180218e-01,4.931098484848491781e-01,4.212594696969698127e-01,5.189687499999998677e-01,3.705312500000000342e-01,4.132187500000000235e-01,3.773598484848481038e-01,3.154223484848487358e-01
2.298266800000000103e+02,-3.439000000000000057e+00,9.394100000000000250e+01,4.000000000000000000e+00,9.000000000000000000e+00,3.191499721448468052e-01,2.286832636815920583e-01,2.555678988764044757e+00,2.298266600000000182e+01,6.382994707520891486e-01,4.623361492537316764e+01,5.249308159203980750e+01,-5.953896815920401764e+01,-1.206321194029850474e+01,3.685464278606962552e+01,-6.348570149253725425e+00,-1.451091144278608702e+01,-5.267887562189065065e+00,1.497512437810925162e-02,7.916616915422882705e+00,-2.462819104477613408e+01,2.078848756218904636e+00,4.023820895522388641e-01,5.843402985074624967e-01,4.380189054726364439e-01,4.310895522388061840e-01,5.763572139303489994e-01,4.928278606965178499e-01,3.963213930348259972e-01,3.936288557213928896e-01,4.201104477611941057e-01,3.624825870646769532e-01,2.848517412935325233e-01,3.975810945273630659e-01
2.783866600000000062e+02,-6.565999999999999837e+00,8.727700000000000102e+01,4.000000000000000000e+00,2.000000000000000000e+00,3.431972098765431745e-01,2.174895781249999993e-01,2.748371299999999628e+00,3.093185222222222563e+01,6.863949135802468460e-01,4.867010312499994029e+01,9.182669999999988875e+01,-1.812744531250003899e+00,2.850410937500001740e+00,4.633868749999999537e+00,-6.758310156249993206e+00,-4.017277343749996454e+00,-6.519960937500000053e-01,-2.019021640625000913e+01,-9.237671875000004196e-01,-1.303024062499999935e+01,-2.449557812500002818e+00,4.508882812500000226e-01,4.555210937499999946e-01,4.381195312499994721e-01,2.946453124999995898e-01,3.126953124999999334e-01,3.961117187500001191e-01,4.566062499999995472e-01,4.715710937499998368e-01,4.825968750000007579e-01,6.125046874999990898e-01,4.473570312500008694e-01,3.506296875000004531e-01
3.046000000000000227e+02,-4.674000000000000377e+00,8.863400000000000034e+01,4.000000000000000000e+00,1.000000000000000000e+00,3.381576444444444607e-01,2.579170448772226676e-01,2.694920000000000204e+00,2.343076846153845949e+01,6.763156000000000168e-01,4.527913886536828869e+01,3.057557408975441149e+01,-1.202140897544454035e+01,7.971529212531752506e+00,4.126723708721425510e+01,-1.367655800169346492e+01,-1.491022184589331800e+01,-2.194653683319219617e+00,-9.360837425910238707e+00,6.476522438611352683e+00,-1.989346486028791006e+01,-3.120927180355624220e+00,3.931930567315835567e-01,4.713403895004231181e-01,3.141701947502116843e-01,3.637857747671464637e-01,3.956689246401349780e-01,4.185198983911939674e-01,6.130804403048254470e-01,4.016875529212537987e-01,3.716155800169348988e-01,4.691176968670615621e-01,3.557993226079595450e-01,3.798060965283659995e-01
2.987733200000000124e+02,-1.711700000000000088e+01,9.240900000000000603e+01,4.000000000000000000e+00,4.000000000000000000e+00,3.246105652173913447e-01,2.564578111587982878e-01,2.600241666666666784e+00,1.991822333333333361e+01,6.492215000000000069e-01,3.597107124463521899e+01,3.814153905579402704e+01,-1.575748154506436194e+01,1.860508154506440581e+00,3.936881201716745693e+01,-1.977793733905578577e+01,-8.131546781115904565e+00,-3.015877253218883780e+00,3.081267811158804548e+00,-4.814993133047200224e+00,-9.483945064377680367e+00,-2.801186266094426003e+00,4.739742489270382664e-01,3.967339055793989155e-01,2.926935622317595742e-01,2.762755364806865899e-01,3.617098712446354392e-01,3.500291845493559983e-01,3.764077253218883201e-01,4.118918454935616702e-01,3.798600858369098887e-01,3.970111587982832480e-01,3.824437768240345203e-01,3.935811158798286913e-01
1.615066700000000139e+02,-2.428999999999999826e+00,9.529500000000000171e+01,4.000000000000000000e+00,1.000000000000000000e+01,3.155111023622046984e-01,2.503976124031007666e-01,2.492584126984126680e+00,2.691777833333333447e+01,6.310228740157479699e-01,4.934311317829454424e+01,4.656583875968988195e+01,-3.812960465116279352e+01,1.260315968992248337e+01,2.828975813953487872e+01,-4.555561240310085580e+00,-1.454825271317830193e+01,1.832723565891472006e+01,-1.430735658914730202e+01,7.486320930232560400e+00,-1.806152093023256100e+01,-4.913511627906967050e+00,6.362279069767446948e-01,5.842000000000001636e-01,3.670294573643414493e-01,4.323844961240303486e-01,4.042077519379844719e-01,3.987178294573645032e-01,4.658031007751938790e-01,3.746883720930230810e-01,4.031426356589147830e-01,3.842139534883720620e-01,4.781364341085280745e-01,4.060976744186042819e-01
2.327733299999999872e+02,-1.052299999999999969e+01,9.286899999999999977e+01,4.000000000000000000e+00,1.000000000000000000e+01,3.230654317548746768e-01,2.787705389221556418e-01,2.591759438202247523e+00,2.327733299999999872e+01,6.461304456824512599e-01,4.320483353293413131e+01,1.344706946107783807e+01,-4.925558443113774842e+01,-1.060191976047904738e+01,6.392798802395199154e+00,-2.330237005988024279e+01,-9.726771257485030020e+00,2.608044311377243574e+00,-3.874567664670659717e+00,3.193401197604785469e-01,-9.967130538922157612e+00,3.751159281437128179e+00,3.959820359281435720e-01,4.866095808383232857e-01,2.719868263473053105e-01,4.216850299401199709e-01,3.047999999999998488e-01,3.429245508982034507e-01,3.200239520958086947e-01,3.253173652694613116e-01,2.677604790419161329e-01,2.928311377245507163e-01,3.837209580838322198e-01,2.162694610778442272e-01
2.683999999999999773e+02,-6.232999999999999652e+00,8.551900000000000546e+01,4.000000000000000000e+00,1.000000000000000000e+00,3.506017670157067778e-01,2.263069814502529642e-01,2.805027894736842331e+00,3.354999999999999716e+01,7.012036125654450558e-01,4.549208516020230064e+01,5.502099072512633882e+01,-1.056643423271500559e+01,2.533899915682964377e+01,2.060617116357504841e+01,3.848543844856654683e+00,-1.571499241146713111e+01,9.008125632377742775e+00,-5.947796795952768001e+00,-4.466154300168633462e+00,-1.865689544688025947e+01,-3.702118043844852213e+00,5.402967959527822384e-01,4.619139966273187459e-01,3.830421585160201370e-01,3.332681281618886104e-01,3.359308600337269635e-01,3.939561551433391484e-01,4.143516020236088226e-01,4.797715008431705508e-01,4.913128161888702383e-01,5.032613827993255295e-01,4.704949409780777025e-01,4.066011804384483397e-01
